"id_region";"region"
1747;"Сикама/Япония в.ч.1/"
1746;"Сибуси/Япония в.ч.1/"
1745;"Сакаиде/Япония в.ч.1/"
1744;"Осака/Япония в.ч.1/"
1743;"Ономичи/Япония в.ч.1/"
1742;"Онахама/Япония в.ч.1/"
1741;"Окаяма/Япония в.ч.1/"
1740;"Оита/Япония в.ч.1/"
1739;"Ниихама/Япония в.ч.1/"
1738;"Нагоя/Япония в.ч.1/"
1737;"Муроран/Япония в.ч.1/"
1736;"Мудзусима/Япония в.ч.1/"
1735;"Миури/Япония в.ч.1/"
1734;"Мацуяма/Япония в.ч.1/"
1733;"Маругаме/Япония в.ч.1/"
1732;"Кусиро/Япония в.ч.1/"
1731;"Курэ/Япония в.ч.1/"
1730;"Кудамацу/Япония в.ч.1/"
1729;"Коти/Япония в.ч.1/"
1728;"Комацусима/Япония в.ч.1/"
1727;"Кобе/Япония в.ч.1/"
1726;"Кинуура/Япония в.ч.1/"
1725;"Кесеннума/Япония в.ч.1/"
1724;"Касима/Япония в.ч.1/"
1723;"Канадзава/Япония в.ч.1/"
2614;"З.Беринг.№2 (СЗТО)"
1721;"Кагосима/Япония в.ч.1/"
1720;"Кавасаки/Япония в.ч.1/"
1719;"Йокосука/Япония в.ч.1/"
1718;"Исиномаки/Япония в.ч.1/"
1717;"Иокогама/Япония в.ч.1/"
1716;"Иоккаити/Япония в.ч.1/"
1715;"Имабари/Япония в.ч.1/"
1714;"Идзухара (Цусима о-ва)/Япония в.ч.1/"
1713;"Вакаяма/Япония в.ч.1/"
1712;"Аомори/Япония в.ч.1/"
1711;"Айой (Аиои)/Япония в.ч.1/"
1710;"Кингстон (Ямайка)/Ямайка/"
1709;"Хэчжу/Южная Корея/"
1708;"Ульсан/Южная Корея/"
1707;"Мокпхо/Южная Корея/"
1706;"Масан/Южная Корея/"
1705;"Кунсан/Южная Корея/"
1704;"Йосу/Южная Корея/"
1703;"Инчхон/Южная Корея/"
1702;"Трогир/Югославия/"
1701;"Сплит/Югославия/"
1700;"Риека/Югославия/"
1699;"Пула/Югославия/"
1698;"Кралевица/Югославия/"
1697;"Копер/Югославия/"
1696;"Изола/Югославия/"
1695;"Задар/Югославия/"
1694;"Дубровник/Югославия/"
1693;"Биела/Югославия/"
1692;"Бар/Югославия/"
1691;"Порт-Элизабет/ЮАР/"
1690;"Кейптаун/ЮАР/"
1689;"Дурбан/ЮАР/"
1688;"Массауа/Эфиопия/"
1687;"Асэб/Эфиопия/"
1686;"Асмэра/Эфиопия/"
1685;"Малабо/Экват.Гвинея/"
1684;"Луба/Экват.Гвинея/"
1683;"Бата/Экват.Гвинея/"
1682;"Манта/Эквадор/"
1681;"Гуаякиль/Эквадор/"
1680;"Коломбо/Шри-Ланка/"
1679;"Хельсингборг/Швеция ю.ч./"
1678;"Уддевалла/Швеция ю.ч./"
1677;"Треллеборг/Швеция ю.ч./"
1676;"Стремстад/Швеция ю.ч./"
1675;"Седертелье/Швеция ю.ч./"
1674;"Охус/Швеция ю.ч./"
1673;"Окселесунд/Швеция ю.ч./"
1672;"Мальме/Швеция ю.ч./"
1671;"Люсечиль/Швеция ю.ч./"
1670;"Карлскруна/Швеция ю.ч./"
1669;"Гетеборг/Швеция ю.ч./"
1668;"Вестервик (Готланд о.)/Швеция ю.ч./"
1667;"Стокгольм/Швеция с.ч./"
1666;"Симрисхамн/Швеция с.ч./"
1665;"Рундвик/Швеция с.ч./"
1664;"Кулео/Швеция с.ч./"
1663;"Талькауано/Чили/"
1662;"Сан-Антонио/Чили/"
1661;"Пуэрто-Монт/Чили/"
1660;"Вальпараисо/Чили/"
1659;"Антофагаста/Чили/"
1658;"Шербур/Франция/"
1657;"Тулон/Франция/"
1656;"Сет/Франция/"
1655;"Сен-Серван/Франция/"
1654;"Сен-Назер/Франция/"
1653;"Сен-Мало/Франция/"
1652;"Сен-Луи-Дю-Рон/Франция/"
1651;"Сен-Брие/Франция/"
1650;"Руан/Франция/"
1649;"Рошфор/Франция/"
1648;"Роскоф/Франция/"
1647;"Порт-о-Пренс/Франция/"
1646;"Ницца/Франция/"
1645;"Нант/Франция/"
1644;"Марсель/Франция/"
1643;"Лориан (Лорьян)/Франция/"
1642;"Ла-Рошель/Франция/"
1641;"Конкарно/Франция/"
1640;"Кале/Франция/"
1639;"Кайе/Франция/"
1638;"Дюнкерк/Франция/"
1637;"Дьепп/Франция/"
1636;"Дуарнене/Франция/"
1635;"Гранвиль/Франция/"
1634;"Гавр/Франция/"
1633;"Булонь/Франция/"
1632;"Брест/Франция/"
1631;"Бордо/Франция/"
1630;"Бастия (Корсика о.)/Франция/"
1629;"Байонна/Франция/"
1628;"Папеэте (Таити о.)/Франц.Полинезия/"
1627;"Нумеа (Нов.Каледония)"
1626;"Фор-Де-Франс (Март.о.)/Фр.вл.в з.ч.Атлант"
1625;"Сен-Пьер (Микелон о.)/Фр.вл.в з.ч.Атланти"
1624;"Эккере/Финляндия/"
1623;"Хельсинки/Финляндия/"
1622;"Хамина/Финляндия/"
1621;"Усикаупунки/Финляндия/"
1620;"Турку/Финляндия/"
1619;"Раума/Финляндия/"
1618;"Котка/Финляндия/"
1617;"Коккола/Финляндия/"
1616;"Икспилая/Финляндия/"
1615;"Васа/Финляндия/"
1614;"Себу/Филиппины/"
1613;"Мати/Филиппины/"
1612;"Манила/Филиппины/"
1611;"Исабела/Филиппины/"
1610;"Атимонан/Филиппины/"
1609;"Сува/Фиджи/"
1608;"Эмден/ФРГ/"
1607;"Штральзунд/ФРГ/"
1606;"Тисов/ФРГ/"
1605;"Росток/ФРГ/"
1604;"Рендсбург/ФРГ/"
1603;"Любек/ФРГ/"
1602;"Куксхафен/ФРГ/"
1601;"Киль/ФРГ/"
1600;"Засниц/ФРГ/"
1599;"Ганновер/ФРГ/"
1598;"Гамбург/ФРГ/"
1597;"Вольгаст/ФРГ/"
1596;"Висмар/ФРГ/"
1595;"Вильгельмсхафен/ФРГ/"
1594;"Варнемюнде/ФРГ/"
1593;"Брунсбюттель/ФРГ/"
1592;"Бремерхафен/ФРГ/"
1591;"Бремен/ФРГ/"
1590;"Браке/ФРГ/"
1589;"Блексен/ФРГ/"
1588;"Монтевидео/Уругвай/"
1587;"Трабзон/Турция/"
1586;"Текирдаг/Турция/"
1585;"Стамбул/Турция/"
1584;"Мут/Турция/"
1583;"Мерсин/Турция/"
1582;"Кушадасы/Турция/"
1581;"Искендерун/Турция/"
1580;"Инеболу/Турция/"
1579;"Измир/Турция/"
1578;"Дериндже/Турция/"
1577;"Тунис (порт)/Тунис/"
1576;"Бизерта/Тунис/"
1575;"Порт-Оф-Спейн/Тринидад и Тобаго/"
1574;"Ломе/Того/"
1573;"Пемба/Танзания/"
1572;"Занзибар/Танзания/"
1571;"Дар-Эс-Салам/Танзания/"
1570;"Гаосюн/Тайвань/"
1569;"Сонгкхла/Таиланд/"
1568;"Саттахип/Таиланд/"
1567;"Прачуапкхирикхан/Таиланд/"
1566;"Бангкок/Таиланд/"
1565;"Сянган (Гонконг)/Сянган Гонконг Брит./"
1564;"Фритаун/Сьерра-Леоне/"
1563;"Сьерра-Леоне (порт)/Сьерра-Леоне/"
1562;"Порт-Судан/Судан/"
1561;"Могадишо/Сомали (СДР)/"
1560;"Лас-Хора/Сомали (СДР)/"
1559;"Кисимайо/Сомали (СДР)/"
1558;"Бербера/Сомали (СДР)/"
1557;"Тартус/Сирия/"
1556;"Латакия/Сирия/"
1555;"Баниас/Сирия/"
1554;"Сингапур (порт)/Сингапур/"
1553;"Джуронг/Сингапур/"
1552;"Дакар/Сенегал/"
1551;"Порт-Виктория/Сейш.о-ва/"
1550;"Джидда/Саудовская Аравия/"
1549;"Сан-Томе (порт)/Сан-Томе и Принсипи/"
1548;"Сан-Сальвадор/Сальвадор/"
1547;"Ла-Уньон/Сальвадор/"
1546;"Энсенада/США з.ч./"
1545;"Хило/США з.ч./"
1544;"Сиэтл/США з.ч./"
1543;"Санта-Крус/США з.ч./"
1542;"Сан-Франциско/США з.ч./"
1541;"Сан-Педро/США з.ч./"
1540;"Портленд (Орегон)/США з.ч./"
1539;"Окленд/США з.ч./"
1538;"Лос-Анджелес/США з.ч./"
1537;"Лонг-Бич/США з.ч./"
1536;"Кордова (Аляска)/США з.ч./"
1535;"Кадьяк (Аляска)/США з.ч./"
1534;"Датч-Харбор (Алеуты)/США з.ч./"
1533;"Грейс-Харбор/США з.ч./"
1532;"Гонолулу (Гавайи)/США з.ч./"
1531;"Беллингем/США з.ч./"
1530;"Астория/США з.ч./"
1529;"Анкоридж (Аляска)/США з.ч./"
1528;"Чарлстон/США в.ч.2/"
1527;"Филадельфия/США в.ч.2/"
1526;"Порт-Артур/США в.ч.2/"
1525;"Нью-Йорк/США в.ч.2/"
1524;"Джорджтаун/США в.ч.2/"
1523;"Глостер/США в.ч.2/"
1522;"Вудс-Хол/США в.ч.2/"
1521;"Бостон/США в.ч.2/"
1520;"Бейсайд Бич/США в.ч.2/"
1519;"Балтимор (США)/США в.ч.2/"
1518;"Тиниан/США в.ч.1/"
1517;"Портсмут/США в.ч.1/"
1516;"Портленд/США в.ч.1/"
1515;"Майагуэс (П-то Рико о.)/США в.ч.1/"
1514;"Кингстаун/С.-Винсент-Гренадины/"
1513;"Констанца/Румыния/"
1512;"Галац/Румыния/"
1511;"Фигейра-да-Фош/Португалия/"
1510;"Фару/Португалия/"
1509;"Синиш/Португалия/"
1508;"Сетубал/Португалия/"
1507;"Порту (Опорто)/Португалия/"
1506;"Портиман/Испания/"
1505;"Помаран (р.Гвадиана)/Португалия/"
1504;"Пениши-ди-Байшу/Португалия/"
1503;"Матозиньюш/Португалия/"
1502;"Лиссабон/Португалия/"
1501;"Лейшойнш/Португалия/"
1500;"Лагуш/Португалия/"
1499;"Вьяна-ду-Каштелу/Португалия/"
1498;"Авейру/Португалия/"
1497;"Щецин/Польша/"
1496;"Хель/Польша/"
1495;"Устка/Польша/"
1494;"Свиноуйсьце/Польша/"
1493;"Гдыня/Польша/"
1492;"Гданьск/Польша/"
1491;"Этен (Пуэрто-Этен)/Перу/"
1490;"Чимботе/Перу/"
1489;"Талара/Перу/"
1488;"Сан-Хуан/Перу/"
1487;"Салаверри/Перу/"
1486;"Писко/Перу/"
1485;"Пиментель/Перу/"
1484;"Пайта/Перу/"
1483;"Кальяо/Перу/"
1482;"Ило/Перу/"
1481;"Рабаул/Папуа-Новая Гвинея/"
1480;"Панама (порт)/Панама/"
1479;"Кристобаль (Пан.кан./Панама/"
1478;"Колон (Пан.кан)/Панама/"
1477;"Бальбоа (Пан.кан.)/Панама/"
1476;"Карачи/Пакистан/"
1475;"Дубай/ОАЭ/"
1474;"Эгерсунд/Норвегия ю.ч./"
1473;"Хортен/Норвегия ю.ч./"
1472;"Хеугесунн/Норвегия ю.ч./"
1471;"Фредрикстад/Норвегия ю.ч./"
1470;"Флеккефьорд/Норвегия ю.ч./"
1469;"Фитьярвик/Норвегия ю.ч./"
1468;"Фарсунд/Норвегия ю.ч./"
1467;"Тронхейм/Норвегия ю.ч./"
1466;"Танангер/Норвегия ю.ч./"
1465;"Ставангер/Норвегия ю.ч./"
1464;"Саннефьорд/Норвегия ю.ч./"
1463;"Сандхавн/Норвегия ю.ч./"
1462;"Сандефьорд/Норвегия ю.ч./"
1461;"Санвиксбергет/Норвегия ю.ч./"
1460;"Рервик/Норвегия ю.ч./"
1459;"Рекефьорд/Норвегия ю.ч./"
2641;"Карагин.№1 (СЗТО)"
1457;"Осло/Норвегия ю.ч./"
1456;"Олесунн/Норвегия ю.ч./"
1455;"Молле/Норвегия ю.ч./"
1454;"Мидсунд/Норвегия ю.ч./"
1453;"Лесунд/Норвегия ю.ч./"
1452;"Ларвик/Норвегия ю.ч./"
1451;"Кунгсхавн/Норвегия ю.ч./"
1450;"Кристиансунн/Норвегия ю.ч./"
1449;"Дюрвик/Норвегия ю.ч./"
1448;"Драммен/Норвегия ю.ч./"
1447;"Бревик/Норвегия ю.ч./"
1446;"Берген/Норвегия ю.ч./"
1445;"Шерве/Норвегия с.ч./"
1444;"Хьеллефьорд/Норвегия с.ч./"
1443;"Хонингсвог/Норвегия с.ч./"
1442;"Харстад/Норвегия с.ч./"
1441;"Хаммерфест/Норвегия с.ч./"
1440;"Хавесунд/Норвегия с.ч./"
1439;"Тромсе/Норвегия с.ч./"
1438;"Скервей/Норвегия с.ч./"
1437;"Свульвер/Норвегия с.ч./"
1436;"Нордленанген/Норвегия с.ч./"
1435;"Нарвик/Норвегия с.ч./"
1434;"Мехавн/Норвегия с.ч./"
1433;"Ловонг/Норвегия с.ч./"
1432;"Киркенес/Норвегия с.ч./"
1431;"Дофьерд/Норвегия с.ч./"
1430;"Вельмасфьорд/Норвегия с.ч./"
1429;"Варде/Норвегия с.ч./"
1428;"Букснесфиорд/Норвегия с.ч./"
1427;"Буде/Норвегия с.ч./"
1426;"Брейвик/Норвегия с.ч./"
1425;"Ботсфьорд/Норвегия с.ч./"
1424;"Баренцбург (Шпицберг)/Норвегия с.ч./"
1423;"Тимару/Новая Зеландия/"
1422;"Тауранга/Новая Зеландия/"
1421;"Пегасес/Новая Зеландия/"
1420;"Окленд/Новая Зеландия/"
1419;"Нью-Плимут/Новая Зеландия/"
1418;"Нельсон/Новая Зеландия/"
1417;"Нейпир/Новая Зеландия/"
1416;"Маунт-Маунгануй/Новая Зеландия/"
1415;"Литтелтон/Новая Зеландия/"
1414;"Данидин/Новая Зеландия/"
1413;"Веллингтон/Новая Зеландия/"
1412;"Блафф-Харбор/Новая Зеландия/"
1411;"Сан-Хуан-дель-Сур/Никарагуа/"
1410;"Коринто/Никарагуа/"
1409;"Блуфилдс/Никарагуа/"
1408;"Эмcхавен/Нидерланды/"
1407;"Эймейден/Нидерланды/"
1406;"Хелдер/Нидерланды/"
1405;"Флиссинген/Нидерланды/"
1404;"Синт-Эстатиус/Нидерланды/"
1403;"Роттердам/Нидерланды/"
1402;"Ораньестад (Синт-Эстатиус )/Нидерланды/"
1401;"Лобтердам/Нидерланды/"
1400;"Заандам/Нидерланды/"
1399;"Велсен/Нидерланды/"
1398;"Бевервейк/Нидерланды/"
1397;"Амстердам/Нидерланды/"
1396;"Ораньестад (Аруба о.)/Нид.Вест-Индия/"
1395;"Виллемстад (Кюрасао)/Нид.Вест-Индия/"
1394;"Сапеле/Нигерия/"
1393;"Порт-Харкорт/Нигерия/"
1392;"Лагос/Нигерия/"
1391;"Калабар/Нигерия/"
1390;"Варри/Нигерия/"
1389;"Уолфиш-Бей/Намибия/"
1388;"Эль-Мукалла/НДРЙ/"
1387;"Ништун/НДРЙ/"
1386;"Аден/НДРЙ/"
1385;"Накала/Мозамбик/"
1384;"Мозамбик (порт)/Мозамбик/"
1383;"Мапуту/Мозамбик/"
1382;"Лоренсо Маркиш/Мозамбик/"
1381;"Бейра/Мозамбик/"
1380;"Энсенада/Мексика/"
1379;"Тампико/Мексика/"
1378;"Масатлан/Мексика/"
1377;"Веракрус/Мексика/"
1376;"Танжер/Марокко/"
1375;"Сафи/Марокко/"
1374;"Мохаммедия/Марокко/"
1373;"Касабланка/Марокко/"
1372;"Агадир/Марокко/"
1371;"Валлета/Мальта/"
1370;"Малакка/Малайзия/"
1369;"Ланкави/Малайзия/"
1368;"Кота-Кинабалу/Малайзия/"
1367;"Баттеруэрт/Малайзия/"
1366;"Тананариве/Мадагаскар/"
1365;"Таматаве/Мадагаскар/"
1364;"Мажунга/Мадагаскар/"
1363;"Диего-Суарес/Мадагаскар/"
1362;"Нуакшот/Мавритания/"
1361;"Нуадибу/Мавритания/"
1360;"Порт-Луи/Маврикий/"
1359;"Триполи/Ливия/"
1358;"Дерна/Ливия/"
1357;"Бенгази/Ливия/"
1356;"Триполи/Ливан/"
1355;"Бейрут/Ливан/"
1354;"Монровия/Либерия/"
1353;"Эль-Кувейт/Кувейт/"
1352;"Сьенфуэгос/Куба/"
1351;"Сантьяго-де-Куба/Куба/"
1350;"Пуэрто-Тарафа/Куба/"
1349;"Пуэрто-Падре/Куба/"
1348;"Нуэвитас/Куба/"
1347;"Матансас/Куба/"
1346;"Мариель/Куба/"
1345;"Кайбарьен/Куба/"
1344;"Ла-Исабела"
1343;"Гавана/Куба/"
1342;"Антилья/Куба/"
1341;"Сан-Педро/Кот Д'Ивуар/"
1340;"Абиджан/Кот Д'Ивуар/"
1339;"Пунтаренас/Коста-Рика/"
1338;"Пуэнт-Нуар/Конго (НРК)/"
1337;"Санта-Марта/Колумбия/"
1336;"Буэнавентура/Колумбия/"
1335;"Яньтай/Китай (КНР)/"
1334;"Шидао/Китай (КНР)/"
1333;"Шаньтоу/Китай (КНР)/"
1332;"Шанхай/Китай (КНР)/"
1331;"Чжэньцзян/Китай (КНР)/"
1330;"Чжаньцзан/Китай (КНР)/"
1329;"Циньхуандао/Китай (КНР)/"
1328;"Циндао/Китай (КНР)/"
1327;"Хуанпу (Вампоа)/Китай (КНР)/"
1325;"Фанченг/Китай (КНР)/"
1324;"Тяньцзинь/Китай (КНР)/"
1323;"Сямынь/Китай (КНР)/"
1322;"Синьган/Китай (КНР)/"
1321;"Наньтун/Китай (КНР)/"
1320;"Ляньюньган/Китай (КНР)/"
1319;"Лункоу/Китай (КНР)/"
1318;"Инкоу/Китай (КНР)/"
1317;"Далянь/Китай (КНР)/"
1316;"Гуанчжоу/Китай (КНР)/"
1315;"Аньшань/Китай (КНР)/"
1314;"Фамагуста/Кипр/"
1313;"Лимасол/Кипр/"
1312;"Момбаса/Кения/"
1311;"Принс-Руперт/Канада з.ч./"
1310;"Ванкувер/Канада з.ч./"
1309;"Матан/Канада в.ч.2/"
1308;"Картрайт/Канада в.ч.2/"
1307;"Ярмут/Канада в.ч.1/"
1306;"Шелберн/Канада в.ч.1/"
1305;"Шарлоттаун/Канада в.ч.1/"
1304;"Чатам/Канада в.ч.1/"
1303;"Чандлер/Канада в.ч.1/"
1302;"Харбор-Грейс/Канада в.ч.1/"
1301;"Трайтон/Канада в.ч.1/"
1300;"Сидни/Канада в.ч.1/"
1299;"Сент-Джонс/Канада в.ч.1/"
1298;"Сент-Джон/Канада в.ч.1/"
1297;"Пабника/Канада в.ч.1/"
1296;"Ньюкасл/Канада в.ч.1/"
1295;"Монреаль/Канада в.ч.1/"
1294;"Льюиспорт/Канада в.ч.1/"
1293;"Луненберг/Канада в.ч.1/"
1292;"Корнер-Брук/Канада в.ч.1/"
1291;"Комис пойнт/Канада в.ч.1/"
1290;"Колиспойнт/Канада в.ч.1/"
1289;"Каракет/Канада в.ч.1/"
1288;"Дугластаун/Канада в.ч.1/"
1287;"Гран-Манан/Канада в.ч.1/"
1286;"Гаспе/Канада в.ч.1/"
1285;"Галифакс/Канада в.ч.1/"
1284;"Ботвуд/Канада в.ч.1/"
1283;"Бейсайд/Канада в.ч.1/"
1282;"Адмиралебич/Канада в.ч.1/"
1281;"Пном-Пень/Кампучия (НРК)/"
1280;"Кампонгсаом/Кампучия (НРК)/"
1279;"Дуала/Камерун/"
1278;"Прая/Кабо-Верде/"
1277;"Минделу/Кабо-Верде/"
1276;"Чхонджин/КНДР/"
1275;"Хыннам/КНДР/"
1274;"Пусан/Южная Корея/"
1273;"Нампхо/КНДР/"
1272;"Наджин/КНДР/"
1270;"Вонсан/КНДР/"
1269;"Ходейда/ЙАР/"
1268;"Моха/ЙАР/"
1267;"Чивитавеккья/Италия/"
1266;"Триест/Италия/"
1265;"Термини-Имересе/Италия/"
1264;"Таранто/Италия/"
1263;"Специя/Италия/"
1262;"Салерно/Италия/"
1261;"Савона/Италия/"
1260;"Равенна/Италия/"
1259;"Пескара/Италия/"
1258;"Палермо/Италия/"
1257;"Ольбия/Италия/"
1256;"Неаполь/Италия/"
1255;"Монополи/Италия/"
1254;"Мессина/Италия/"
1253;"Марина ди Каррара/Италия/"
1252;"Ливорно/Италия/"
1251;"Катания/Италия/"
1250;"Империя/Италия/"
1249;"Генуя/Италия/"
1248;"Гаэта/Италия/"
1247;"Вибо-Валентия/Италия/"
1246;"Венеция/Италия/"
1245;"Васто/Италия/"
1244;"Бриндизи/Италия/"
1243;"Бари/Италия/"
1242;"Анкона/Италия/"
1241;"Эль-Ферроль/Испания/"
1240;"Хихон/Испания/"
1239;"Уэльва/Испания/"
1238;"Таррагона/Испания/"
1237;"Сеута (Сев.Африка)/Испания/"
1236;"Севилья/Испания/"
1235;"Сантандер/Испания/"
1234;"Санта-Крус (Тенер о.)/Испания/"
1233;"Санта-Крус (Пальма о.)/Испания/"
1231;"Понтеведра/Испания/"
1230;"Пасахес/Испания/"
1229;"Мусель/Испания/"
1228;"Мотриль/Испания/"
1227;"Марин/Испания/"
1226;"Малага/Испания/"
1225;"Лас-Пальмас (Канары)/Испания/"
1224;"Ла-Линеа/Испания/"
1223;"Ла-Корунья/Испания/"
1222;"Коркубьон/Испания/"
1221;"Картахена/Испания/"
1220;"Кадис/Испания/"
1219;"Вильягарсия/Испания/"
1218;"Виго/Испания/"
1217;"Валенсия/Испания/"
1216;"Бильбао/Испания/"
1215;"Барселона/Испания/"
1214;"Аямонте/Испания/"
1213;"Арресифе (Канары)"
1212;"Альхесирас/Испания/"
1211;"Аликанте/Испания/"
1210;"Агилас/Испания/"
1209;"Авилес/Испания/"
1208;"Хабнарфьердур/Исландия/"
1207;"Сиглуфьорд/Исландия/"
1206;"Сейдисфьордур/Исландия/"
1205;"Рифсхевн/Исландия/"
1204;"Рейкьявик/Исландия/"
1203;"Исафьордур/Исландия/"
1202;"Грундар-Фьорд/Исландия/"
1201;"Болунгарвик/Исландия/"
1200;"Акурейри/Исландия/"
1199;"Фойнс/Ирландия/"
1198;"Уотерфорд/Ирландия/"
1197;"Корк/Ирландия/"
1196;"Ков/Ирландия/"
1195;"Кинсейл/Ирландия/"
1194;"Киллибегс/Ирландия/"
1193;"Кастлетаун/Ирландия/"
1192;"Дублин/Ирландия/"
1191;"Голуэй/Ирландия/"
1190;"Болтимор/Ирландия/"
1189;"Бендер-Аббас/Иран/"
1188;"Бендер-имам-Хомейни/Ирак/"
1187;"Басра/Ирак/"
1186;"Акаба/Иордания/"
1185;"Сурабая/Индонезия/"
1184;"Соронг/Индонезия/"
1183;"Джакарта/Индонезия/"
1182;"Амбон (Амбоина о.)/Индонезия/"
1181;"Тутикорин/Индия/"
1180;"Раджим/Индия/"
1179;"Мадрас/Индия/"
1178;"Калькутта/Индия/"
1177;"Висакхапатнам/Индия/"
1176;"Бомбей/Индия/"
1175;"Апиа (Уполу о.)/Западное Самоа/"
1174;"Вилья-Сиснерос/Западная Сахара/"
1173;"Матади/Заир/"
1172;"Бома/Заир/"
1171;"Суэц/Египет (АРЕ)/"
1170;"Порт-Саид/Египет (АРЕ)/"
1169;"Дамиетта/Египет (АРЕ)/"
1168;"Александрия/Египет (АРЕ)/"
1167;"Санта-Доминго/Доминик.респ./"
1166;"Джибути (порт)/Джибути/"
1165;"Эсбьерг/Дания/"
1164;"Хиртсхальс/Дания/"
1163;"Хельсингер/Дания/"
1162;"Ханстхольм/Дания/"
1161;"Фуглефьорд (Фар.о-ва)/Дания/"
1160;"Фредерисия/Дания/"
1159;"Фредериксхавн/Дания/"
1158;"Торсхавн (Фар.о-ва)/Дания/"
1157;"Сколе-Фьорд (Фар.о-ва)/Дания/"
1156;"Скале/Дания/"
1155;"Скаген/Дания/"
1154;"Рунавик/Дания/"
